NCBI GeneID	Symbol	Description
4126	MANBA	mannosidase beta
4135	MAP6	microtubule associated protein 6
4147	MATN2	matrilin 2
414899	BLID	BH3-like motif containing, cell death inducer
415	ARSL	arylsulfatase L
417	ART1	ADP-ribosyltransferase 1
4184	SMCP	sperm mitochondria associated cysteine rich protein
4188	MDFI	MyoD family inhibitor
419	ART3	ADP-ribosyltransferase 3 (inactive)
4222	MEOX1	mesenchyme homeobox 1
4234	METTL1	methyltransferase 1, tRNA methylguanosine
4236	MFAP1	microfibril associated protein 1
4247	MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
4258	MGST2	microsomal glutathione S-transferase 2
4259	MGST3	microsomal glutathione S-transferase 3
4285	MIPEP	mitochondrial intermediate peptidase
4289	MKLN1	muskelin 1
4291	MLF1	myeloid leukemia factor 1
4293	MAP3K9	mitogen-activated protein kinase kinase kinase 9
431707	LHX8	LIM homeobox 8
4329	ALDH6A1	aldehyde dehydrogenase 6 family member A1
4335	MNT	MAX network transcriptional repressor
4336	MOBP	myelin associated oligodendrocyte basic protein
4338	MOCS2	molybdenum cofactor synthesis 2
4356	MPP3	MAGUK p55 scaffold protein 3
4357	MPST	mercaptopyruvate sulfurtransferase
440026	TMEM41B	transmembrane protein 41B
440400	RNASEK	ribonuclease K
440503	PLIN5	perilipin 5
441549	CDNF	cerebral dopamine neurotrophic factor
4435	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
445329	SULT1A4	sulfotransferase family 1A member 4
445582	POTEE	POTE ankyrin domain family member E
4496	MT1H	metallothionein 1H
4499	MT1M	metallothionein 1M
4501	MT1X	metallothionein 1X
4509	MT-ATP8	ATP synthase F0 subunit 8
4515	MTCP1	mature T cell proliferation 1
4528	MTIF2	mitochondrial translational initiation factor 2
4580	MTX1	metaxin 1
4584	MUC3A	mucin 3A, cell surface associated
4597	MVD	mevalonate diphosphate decarboxylase
4603	MYBL1	MYB proto-oncogene like 1
4617	MYF5	myogenic factor 5
4618	MYF6	myogenic factor 6
4622	MYH4	myosin heavy chain 4
4626	MYH8	myosin heavy chain 8
4642	MYO1D	myosin ID
4649	MYO9A	myosin IXA
4660	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
4661	MYT1	myelin transcription factor 1
4664	NAB1	NGFI-A binding protein 1
4677	NARS1	asparaginyl-tRNA synthetase 1
4681	NBL1	NBL1, DAN family BMP antagonist
4685	NCAM2	neural cell adhesion molecule 2
4694	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
4695	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
4702	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
4705	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10
4706	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
4712	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
4714	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
4715	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
4716	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10
4718	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2
4725	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
4726	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
4728	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8
473	RERE	arginine-glutamic acid dipeptide repeats
4731	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3
4752	NEK3	NIMA related kinase 3
4753	NELL2	neural EGFL like 2
4761	NEUROD2	neuronal differentiation 2
4762	NEUROG1	neurogenin 1
4796	TONSL	tonsoku like, DNA repair protein
4798	NFRKB	nuclear factor related to kappaB binding protein
4799	NFX1	nuclear transcription factor, X-box binding 1
480	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4
4808	NHLH2	nescient helix-loop-helix 2
4820	NKTR	natural killer cell triggering receptor
4832	NME3	NME/NM23 nucleoside diphosphate kinase 3
4848	CNOT2	CCR4-NOT transcription complex subunit 2
4850	CNOT4	CCR4-NOT transcription complex subunit 4
4858	NOVA2	NOVA alternative splicing regulator 2
4884	NPTX1	neuronal pentraxin 1
4902	NRTN	neurturin
4931	NVL	nuclear VCP like
493869	GPX8	glutathione peroxidase 8 (putative)
494513	PJVK	pejvakin
494551	WEE2	WEE2 oocyte meiosis inhibiting kinase
4951	OCM2	oncomodulin 2
4956	ODF1	outer dense fiber of sperm tails 1
496	ATP4B	ATPase H+/K+ transporting subunit beta
4974	OMG	oligodendrocyte myelin glycoprotein
49855	SCAPER	S-phase cyclin A associated protein in the ER
4991	OR1D2	olfactory receptor family 1 subfamily D member 2
5016	OVGP1	oviductal glycoprotein 1
5017	OVOL1	ovo like transcriptional repressor 1
5018	OXA1L	OXA1L mitochondrial inner membrane protein
5026	P2RX5	purinergic receptor P2X 5
5030	P2RY4	pyrimidinergic receptor P2Y4
50488	MINK1	misshapen like kinase 1
5050	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3
50508	NOX3	NADPH oxidase 3
50509	COL5A3	collagen type V alpha 3 chain
5051	PAFAH2	platelet activating factor acetylhydrolase 2
50512	PODXL2	podocalyxin like 2
50619	DEF6	DEF6 guanine nucleotide exchange factor
50624	CUZD1	CUB and zona pellucida like domains 1
50632	CALY	calcyon neuron specific vesicular protein
50636	ANO7	anoctamin 7
50649	ARHGEF4	Rho guanine nucleotide exchange factor 4
50717	DCAF8	DDB1 and CUL4 associated factor 8
50804	MYEF2	myelin expression factor 2
50805	IRX4	iroquois homeobox 4
50831	TAS2R3	taste 2 receptor member 3
50832	TAS2R4	taste 2 receptor member 4
50834	TAS2R1	taste 2 receptor member 1
50861	STMN3	stathmin 3
50863	NTM	neurotrimin
50937	CDON	cell adhesion associated, oncogene regulated
50939	IMPG2	interphotoreceptor matrix proteoglycan 2
5097	PCDH1	protocadherin 1
5099	PCDH7	protocadherin 7
51004	COQ6	coenzyme Q6, monooxygenase
51008	ASCC1	activating signal cointegrator 1 complex subunit 1
51009	DERL2	derlin 2
5101	PCDH9	protocadherin 9
51013	EXOSC1	exosome component 1
51018	RRP15	ribosomal RNA processing 15 homolog
51021	MRPS16	mitochondrial ribosomal protein S16
51025	PAM16	presequence translocase associated motor 16
51028	VPS36	vacuolar protein sorting 36 homolog
51029	DESI2	desumoylating isopeptidase 2
51035	UBXN1	UBX domain protein 1
51060	TXNDC12	thioredoxin domain containing 12
51065	RPS27L	ribosomal protein S27 like
51067	YARS2	tyrosyl-tRNA synthetase 2
51070	NOSIP	nitric oxide synthase interacting protein
51072	MEMO1	mediator of cell motility 1
51073	MRPL4	mitochondrial ribosomal protein L4
51074	APIP	APAF1 interacting protein
51081	MRPS7	mitochondrial ribosomal protein S7
51087	YBX2	Y-box binding protein 2
51092	SIDT2	SID1 transmembrane family member 2
51103	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1
51106	TFB1M	transcription factor B1, mitochondrial
51109	RDH11	retinol dehydrogenase 11
51111	KMT5B	lysine methyltransferase 5B
51114	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9
51116	MRPS2	mitochondrial ribosomal protein S2
51117	COQ4	coenzyme Q4
51124	IER3IP1	immediate early response 3 interacting protein 1
51127	TRIM17	tripartite motif containing 17
51154	MRTO4	MRT4 homolog, ribosome maturation factor
51155	JPT1	Jupiter microtubule associated homolog 1
51163	DBR1	debranching RNA lariats 1
51164	DCTN4	dynactin subunit 4
51166	AADAT	aminoadipate aminotransferase
51170	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
51172	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
51182	HSPA14	heat shock protein family A (Hsp70) member 14
51194	IPO11	importin 11
51200	CPA4	carboxypeptidase A4
51201	ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2
51202	DDX47	DEAD-box helicase 47
5121	PCP4	Purkinje cell protein 4
51218	GLRX5	glutaredoxin 5
51225	ABI3	ABI family member 3
51230	PHF20	PHD finger protein 20
51231	VRK3	VRK serine/threonine kinase 3
51237	MZB1	marginal zone B and B1 cell specific protein
51247	PAIP2	poly(A) binding protein interacting protein 2
51253	MRPL37	mitochondrial ribosomal protein L37
51255	RNF181	ring finger protein 181
51256	TBC1D7	TBC1 domain family member 7
51265	CDKL3	cyclin dependent kinase like 3
51270	TFDP3	transcription factor Dp family member 3
51272	BET1L	Bet1 golgi vesicular membrane trafficking protein like
51278	IER5	immediate early response 5
51289	RXFP3	relaxin family peptide receptor 3
5129	CDK18	cyclin dependent kinase 18
51290	ERGIC2	ERGIC and golgi 2
51294	PCDH12	protocadherin 12
51295	ECSIT	ECSIT signaling integrator
51299	NRN1	neuritin 1
513	ATP5F1D	ATP synthase F1 subunit delta
51300	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
51304	ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3
51309	ARMCX1	armadillo repeat containing X-linked 1
51310	SLC22A17	solute carrier family 22 member 17
51312	SLC25A37	solute carrier family 25 member 37
51314	NME8	NME/NM23 family member 8
51317	PHF21A	PHD finger protein 21A
51319	RSRC1	arginine and serine rich coiled-coil 1
51320	MEX3C	mex-3 RNA binding family member C
51329	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
51340	CRNKL1	crooked neck pre-mRNA splicing factor 1
51347	TAOK3	TAO kinase 3
51348	KLRF1	killer cell lectin like receptor F1
51361	HOOK1	hook microtubule tethering protein 1
51362	CDC40	cell division cycle 40
51363	CHST15	carbohydrate sulfotransferase 15
5137	PDE1C	phosphodiesterase 1C
51378	ANGPT4	angiopoietin 4
51379	CRLF3	cytokine receptor like factor 3
51382	ATP6V1D	ATPase H+ transporting V1 subunit D
51388	NIP7	nucleolar pre-rRNA processing protein NIP7
51399	TRAPPC4	trafficking protein particle complex subunit 4
514	ATP5F1E	ATP synthase F1 subunit epsilon
51400	PPME1	protein phosphatase methylesterase 1
51406	NOL7	nucleolar protein 7
51412	ACTL6B	actin like 6B
5143	PDE4C	phosphodiesterase 4C
51444	RNF138	ring finger protein 138
51447	IP6K2	inositol hexakisphosphate kinase 2
51449	PCYOX1	prenylcysteine oxidase 1
51450	PRRX2	paired related homeobox 2
51454	GULP1	GULP PTB domain containing engulfment adaptor 1
51460	SFMBT1	Scm like with four mbt domains 1
51477	ISYNA1	inositol-3-phosphate synthase 1
51479	ANKFY1	ankyrin repeat and FYVE domain containing 1
5148	PDE6G	phosphodiesterase 6G
51491	NOP16	NOP16 nucleolar protein
51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1
51501	HIKESHI	heat shock protein nuclear import factor hikeshi
51504	TRMT112	tRNA methyltransferase activator subunit 11-2
51506	UFC1	ubiquitin-fold modifier conjugating enzyme 1
51513	ETV7	ETS variant transcription factor 7
51527	GSKIP	GSK3B interacting protein
5153	PDE1B	phosphodiesterase 1B
51530	ZC3HC1	zinc finger C3HC-type containing 1
51534	VTA1	vesicle trafficking 1
51535	PPHLN1	periphilin 1
51542	VPS54	VPS54 subunit of GARP complex
51555	PEX5L	peroxisomal biogenesis factor 5 like
51560	RAB6B	RAB6B, member RAS oncogene family
51562	MBIP	MAP3K12 binding inhibitory protein 1
51566	ARMCX3	armadillo repeat containing X-linked 3
5157	PDGFRL	platelet derived growth factor receptor like
51571	CYRIB	CYFIP related Rac1 interactor B
51585	PCF11	PCF11 cleavage and polyadenylation factor subunit
516	ATP5MC1	ATP synthase membrane subunit c locus 1
51604	PIGT	phosphatidylinositol glycan anchor biosynthesis class T
51608	GET4	guided entry of tail-anchored proteins factor 4
5161	PDHA2	pyruvate dehydrogenase E1 subunit alpha 2
51614	ERGIC3	ERGIC and golgi 3
51626	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
51635	DHRS7	dehydrogenase/reductase 7
51639	SF3B6	splicing factor 3b subunit 6
51642	MRPL48	mitochondrial ribosomal protein L48
51643	TMBIM4	transmembrane BAX inhibitor motif containing 4
51645	PPIL1	peptidylprolyl isomerase like 1
51647	CIAO2B	cytosolic iron-sulfur assembly component 2B
51649	MRPS23	mitochondrial ribosomal protein S23
51654	CDK5RAP1	CDK5 regulatory subunit associated protein 1
51657	STYXL1	serine/threonine/tyrosine interacting like 1
51669	SARAF	store-operated calcium entry associated regulatory factor
51676	ASB2	ankyrin repeat and SOCS box containing 2
51690	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
51691	LSM8	LSM8 homolog, U6 small nuclear RNA associated
51702	PADI3	peptidyl arginine deiminase 3
51704	GPRC5B	G protein-coupled receptor class C group 5 member B
51705	EMCN	endomucin
51706	CYB5R1	cytochrome b5 reductase 1
51729	WBP11	WW domain binding protein 11
51733	UPB1	beta-ureidopropionase 1
51734	MSRB1	methionine sulfoxide reductase B1
51735	RAPGEF6	Rap guanine nucleotide exchange factor 6
51742	ARID4B	AT-rich interaction domain 4B
51761	ATP8A2	ATPase phospholipid transporting 8A2
51762	RAB8B	RAB8B, member RAS oncogene family
51778	MYOZ2	myozenin 2
51804	SIX4	SIX homeobox 4
51808	PHAX	phosphorylated adaptor for RNA export
51809	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
5192	PEX10	peroxisomal biogenesis factor 10
5193	PEX12	peroxisomal biogenesis factor 12
5197	PF4V1	platelet factor 4 variant 1
5198	PFAS	phosphoribosylformylglycinamidine synthase
5203	PFDN4	prefoldin subunit 4
5207	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
521	ATP5ME	ATP synthase membrane subunit e
5224	PGAM2	phosphoglycerate mutase 2
5229	PGGT1B	protein geranylgeranyltransferase type I subunit beta
5253	PHF2	PHD finger protein 2
5255	PHKA1	phosphorylase kinase regulatory subunit alpha 1
5260	PHKG1	phosphorylase kinase catalytic subunit gamma 1
5271	SERPINB8	serpin family B member 8
5273	SERPINB10	serpin family B member 10
5275	SERPINB13	serpin family B member 13
528	ATP6V1C1	ATPase H+ transporting V1 subunit C1
5281	PIGF	phosphatidylinositol glycan anchor biosynthesis class F
5283	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
533	ATP6V0B	ATPase H+ transporting V0 subunit b
53339	BTBD1	BTB domain containing 1
5334	PLCL1	phospholipase C like 1 (inactive)
53349	ZFYVE1	zinc finger FYVE-type containing 1
53371	NUP54	nucleoporin 54
534	ATP6V1G2	ATPase H+ transporting V1 subunit G2
53405	CLIC5	chloride intracellular channel 5
53407	STX18	syntaxin 18
5372	PMM1	phosphomannomutase 1
53826	FXYD6	FXYD domain containing ion transport regulator 6
53831	GPR84	G protein-coupled receptor 84
53832	IL20RA	interleukin 20 receptor subunit alpha
53833	IL20RB	interleukin 20 receptor subunit beta
53836	GPR87	G protein-coupled receptor 87
53841	CDHR5	cadherin related family member 5
53917	RAB24	RAB24, member RAS oncogene family
53938	PPIL3	peptidylprolyl isomerase like 3
53944	CSNK1G1	casein kinase 1 gamma 1
54014	BRWD1	bromodomain and WD repeat domain containing 1
54039	PCBP3	poly(rC) binding protein 3
54069	MIS18A	MIS18 kinetochore protein A
5408	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)
54107	POLE3	DNA polymerase epsilon 3, accessory subunit
54148	MRPL39	mitochondrial ribosomal protein L39
54187	NANS	N-acetylneuraminate synthase
54207	KCNK10	potassium two pore domain channel subfamily K member 10
54212	SNTG1	syntrophin gamma 1
5427	POLE2	DNA polymerase epsilon 2, accessory subunit
54360	CYTL1	cytokine like 1
54363	HAO1	hydroxyacid oxidase 1
54414	SIAE	sialic acid acetylesterase
54442	KCTD5	potassium channel tetramerization domain containing 5
54453	RIN2	Ras and Rab interactor 2
54461	FBXW5	F-box and WD repeat domain containing 5
54471	MIEF1	mitochondrial elongation factor 1
54477	PLEKHA5	pleckstrin homology domain containing A5
54478	PIMREG	PICALM interacting mitotic regulator
54495	TMX3	thioredoxin related transmembrane protein 3
54502	RBM47	RNA binding motif protein 47
54504	CPVL	carboxypeptidase vitellogenic like
54505	DHX29	DExH-box helicase 29
54518	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
5453	POU3F1	POU class 3 homeobox 1
54532	USP53	ubiquitin specific peptidase 53
54536	EXOC6	exocyst complex component 6
54539	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11
5455	POU3F3	POU class 3 homeobox 3
54552	GNL3L	G protein nucleolar 3 like
54566	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
54579	UGT1A5	UDP glucuronosyltransferase family 1 member A5
54584	GNB1L	G protein subunit beta 1 like
54585	LZTFL1	leucine zipper transcription factor like 1
54596	L1TD1	LINE1 type transposase domain containing 1
54622	ARL15	ADP ribosylation factor like GTPase 15
5463	POU6F1	POU class 6 homeobox 1
54663	WDR74	WD repeat domain 74
54675	CRLS1	cardiolipin synthase 1
54681	P4HTM	prolyl 4-hydroxylase, transmembrane
54700	RRN3	RRN3 homolog, RNA polymerase I transcription factor
5471	PPAT	phosphoribosyl pyrophosphate amidotransferase
54716	SLC6A20	solute carrier family 6 member 20
54726	OTUD4	OTU deubiquitinase 4
54732	TMED9	transmembrane p24 trafficking protein 9
54737	MPHOSPH8	M-phase phosphoprotein 8
54738	FEV	FEV transcription factor, ETS family member
54742	LY6K	lymphocyte antigen 6 family member K
54749	EPDR1	ependymin related 1
54757	FAM20A	FAM20A golgi associated secretory pathway pseudokinase
54760	PCSK4	proprotein convertase subtilisin/kexin type 4
54763	ROPN1	rhophilin associated tail protein 1
54768	HYDIN	HYDIN axonemal central pair apparatus protein
54776	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
54788	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
5480	PPIC	peptidylprolyl isomerase C
54800	KLHL24	kelch like family member 24
54801	HAUS6	HAUS augmin like complex subunit 6
54802	TRIT1	tRNA isopentenyltransferase 1
54808	DYM	dymeclin
54814	QPCTL	glutaminyl-peptide cyclotransferase like
54828	BCAS3	BCAS3 microtubule associated cell migration factor
54832	VPS13C	vacuolar protein sorting 13 homolog C
54850	FBXL12	F-box and leucine rich repeat protein 12
54855	TENT5C	terminal nucleotidyltransferase 5C
54856	GON4L	gon-4 like
54858	PGPEP1	pyroglutamyl-peptidase I
54861	SNRK	SNF related kinase
54870	QRICH1	glutamine rich 1
54874	FNBP1L	formin binding protein 1 like
54881	TEX10	testis expressed 10
54892	NCAPG2	non-SMC condensin II complex subunit G2
54899	PXK	PX domain containing serine/threonine kinase like
549	AUH	AU RNA binding methylglutaconyl-CoA hydratase
54902	TTC19	tetratricopeptide repeat domain 19
54903	MKS1	MKS transition zone complex subunit 1
54908	SPDL1	spindle apparatus coiled-coil protein 1
54918	CMTM6	CKLF like MARVEL transmembrane domain containing 6
54920	DUS2	dihydrouridine synthase 2
54926	UBE2R2	ubiquitin conjugating enzyme E2 R2
54935	DUSP23	dual specificity phosphatase 23
54937	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2
54938	SARS2	seryl-tRNA synthetase 2, mitochondrial
54940	OCIAD1	OCIA domain containing 1
54941	RNF125	ring finger protein 125
54957	TXNL4B	thioredoxin like 4B
54959	ODAM	odontogenic, ameloblast associated
54962	TIPIN	TIMELESS interacting protein
54969	HPF1	histone PARylation factor 1
54970	TTC12	tetratricopeptide repeat domain 12
54973	INTS11	integrator complex subunit 11
54974	THG1L	tRNA-histidine guanylyltransferase 1 like
54977	SLC25A38	solute carrier family 25 member 38
54986	ULK4	unc-51 like kinase 4
54994	GID8	GID complex subunit 8 homolog
54996	MTARC2	mitochondrial amidoxime reducing component 2
54998	AURKAIP1	aurora kinase A interacting protein 1
55005	RMND1	required for meiotic nuclear division 1 homolog
55010	PARPBP	PARP1 binding protein
55011	PIH1D1	PIH1 domain containing 1
55016	MARCHF1	membrane associated ring-CH-type finger 1
5502	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
55022	PID1	phosphotyrosine interaction domain containing 1
55023	PHIP	pleckstrin homology domain interacting protein
55038	CDCA4	cell division cycle associated 4
55062	WIPI1	WD repeat domain, phosphoinositide interacting 1
55065	SLC52A1	solute carrier family 52 member 1
5507	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
55074	OXR1	oxidation resistance 1
55081	IFT57	intraflagellar transport 57
55082	ARGLU1	arginine and glutamate rich 1
55083	KIF26B	kinesin family member 26B
55089	SLC38A4	solute carrier family 38 member 4
5510	PPP1R7	protein phosphatase 1 regulatory subunit 7
55102	ATG2B	autophagy related 2B
55110	MAGOHB	mago homolog B, exon junction complex subunit
55112	DYNC2I1	dynein 2 intermediate chain 1
55114	ARHGAP17	Rho GTPase activating protein 17
55117	SLC6A15	solute carrier family 6 member 15
55127	HEATR1	HEAT repeat containing 1
55128	TRIM68	tripartite motif containing 68
55131	RBM28	RNA binding motif protein 28
55151	TMEM38B	transmembrane protein 38B
55153	SDAD1	SDA1 domain containing 1
55154	MSTO1	misato mitochondrial distribution and morphology regulator 1
55159	RFWD3	ring finger and WD repeat domain 3
55161	TMEM33	transmembrane protein 33
55167	MSL2	MSL complex subunit 2
55178	MRM3	mitochondrial rRNA methyltransferase 3
55179	FAIM	Fas apoptotic inhibitory molecule
55187	VPS13D	vacuolar protein sorting 13 homolog D
55191	NADSYN1	NAD synthetase 1
55197	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A
55198	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
55200	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
55207	ARL8B	ADP ribosylation factor like GTPase 8B
55209	SETD5	SET domain containing 5
55211	DPPA4	developmental pluripotency associated 4
55212	BBS7	Bardet-Biedl syndrome 7
55213	RCBTB1	RCC1 and BTB domain containing protein 1
55214	P3H2	prolyl 3-hydroxylase 2
55217	TMLHE	trimethyllysine hydroxylase, epsilon
55219	MACO1	macoilin 1
55223	TRIM62	tripartite motif containing 62
55227	LRRC1	leucine rich repeat containing 1
55234	SMU1	SMU1 DNA replication regulator and spliceosomal factor
55236	UBA6	ubiquitin like modifier activating enzyme 6
55243	KIRREL1	kirre like nephrin family adhesion molecule 1
55249	YY1AP1	YY1 associated protein 1
55250	ELP2	elongator acetyltransferase complex subunit 2
55255	WDR41	WD repeat domain 41
55256	ADI1	acireductone dioxygenase 1
55257	MRGBP	MRG domain binding protein
55258	THNSL2	threonine synthase like 2
5526	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta
55272	IMP3	IMP U3 small nucleolar ribonucleoprotein 3
55274	PHF10	PHD finger protein 10
55275	VPS53	VPS53 subunit of GARP complex
55276	PGM2	phosphoglucomutase 2
55277	FGGY	FGGY carbohydrate kinase domain containing
55283	MCOLN3	mucolipin TRP cation channel 3
552900	BOLA2	bolA family member 2
55299	BRIX1	biogenesis of ribosomes BRX1
55300	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
55304	SPTLC3	serine palmitoyltransferase long chain base subunit 3
553115	PEF1	penta-EF-hand domain containing 1
553128	KIR2DL5B	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B
55323	LARP6	La ribonucleoprotein 6, translational regulator
55327	LIN7C	lin-7 homolog C, crumbs cell polarity complex component
55333	SYNJ2BP	synaptojanin 2 binding protein
55334	SLC39A9	solute carrier family 39 member 9
55339	WDR33	WD repeat domain 33
55340	GIMAP5	GTPase, IMAP family member 5
55341	LSG1	large 60S subunit nuclear export GTPase 1
55342	STRBP	spermatid perinuclear RNA binding protein
55343	SLC35C1	solute carrier family 35 member C1
55347	ABHD10	abhydrolase domain containing 10, depalmitoylase
55349	CHDH	choline dehydrogenase
5540	NPY4R	neuropeptide Y receptor Y4
5542	PRB1	proline rich protein BstNI subfamily 1
55423	SIRPG	signal regulatory protein gamma
55432	YOD1	YOD1 deubiquitinase
5544	PRB3	proline rich protein BstNI subfamily 3
5545	PRB4	proline rich protein BstNI subfamily 4
55454	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
5546	PRCC	proline rich mitotic checkpoint control factor
55506	MACROH2A2	macroH2A.2 histone
55509	BATF3	basic leucine zipper ATF-like transcription factor 3
55521	TRIM36	tripartite motif containing 36
55526	DHTKD1	dehydrogenase E1 and transketolase domain containing 1
55527	FEM1A	fem-1 homolog A
55534	MAML3	mastermind like transcriptional coactivator 3
5554	PRH1	proline rich protein HaeIII subfamily 1
5555	PRH2	proline rich protein HaeIII subfamily 2
55556	ENOSF1	enolase superfamily member 1
55568	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
55572	FOXRED1	FAD dependent oxidoreductase domain containing 1
55577	NAGK	N-acetylglucosamine kinase
55578	SUPT20H	SPT20 homolog, SAGA complex component
55585	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
55586	MIOX	myo-inositol oxygenase
55589	BMP2K	BMP2 inducible kinase
55591	VEZT	vezatin, adherens junctions transmembrane protein
55593	OTUD5	OTU deubiquitinase 5
55596	ZCCHC8	zinc finger CCHC-type containing 8
55599	RNPC3	RNA binding region (RNP1, RRM) containing 3
55603	TENT5A	terminal nucleotidyltransferase 5A
55604	CARMIL1	capping protein regulator and myosin 1 linker 1
55607	PPP1R9A	protein phosphatase 1 regulatory subunit 9A
55614	KIF16B	kinesin family member 16B
55616	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
55620	STAP2	signal transducing adaptor family member 2
55621	TRMT1	tRNA methyltransferase 1
55627	SMPD4	sphingomyelin phosphodiesterase 4
55640	FLVCR2	FLVCR choline and putative heme transporter 2
55643	BTBD2	BTB domain containing 2
55644	OSGEP	O-sialoglycoprotein endopeptidase
55661	DDX27	DEAD-box helicase 27
55670	PEX26	peroxisomal biogenesis factor 26
55671	PPP4R3A	protein phosphatase 4 regulatory subunit 3A
55676	SLC30A6	solute carrier family 30 member 6
55677	IWS1	interacts with SUPT6H, CTD assembly factor 1
55679	LIMS2	LIM zinc finger domain containing 2
55681	SCYL2	SCY1 like pseudokinase 2
55684	RABL6	RAB, member RAS oncogene family like 6
55689	YEATS2	YEATS domain containing 2
5569	PKIA	cAMP-dependent protein kinase inhibitor alpha
55691	FRMD4A	FERM domain containing 4A
55692	LUC7L	LUC7 like
55693	KDM4D	lysine demethylase 4D
55696	RBM22	RNA binding motif protein 22
55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial
5570	PKIB	cAMP-dependent protein kinase inhibitor beta
55700	MAP7D1	MAP7 domain containing 1
55705	IPO9	importin 9
55706	NDC1	NDC1 transmembrane nucleoporin
55714	TENM3	teneurin transmembrane protein 3
55715	DOK4	docking protein 4
55717	WDR11	WD repeat domain 11
55727	BTBD7	BTB domain containing 7
55729	ATF7IP	activating transcription factor 7 interacting protein
55733	HHAT	hedgehog acyltransferase
55735	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
55753	OGDHL	oxoglutarate dehydrogenase L
55754	TMEM30A	transmembrane protein 30A
55759	WDR12	WD repeat domain 12
55760	DHX32	DEAH-box helicase 32 (putative)
55763	EXOC1	exocyst complex component 1
55764	IFT122	intraflagellar transport 122
55766	H2AJ	H2A.J histone
55781	RIOK2	RIO kinase 2
55788	LMBRD1	LMBR1 domain containing 1
55789	DEPDC1B	DEP domain containing 1B
55794	DDX28	DEAD-box helicase 28
55795	PCID2	PCI domain containing 2
55808	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
55809	TRERF1	transcriptional regulating factor 1
55810	FOXJ2	forkhead box J2
55814	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
55816	DOK5	docking protein 5
55827	DCAF6	DDB1 and CUL4 associated factor 6
55830	GLT8D1	glycosyltransferase 8 domain containing 1
55833	UBAP2	ubiquitin associated protein 2
